,lhs,rhs,count
0,macro,good,61
1,macro,poor,130
2,macro,none,20
3,industry,good,0
4,industry,poor,3
5,industry,none,0
6,government,good,1
7,government,poor,46
8,government,none,2
9,personal,good,3
10,personal,poor,8
11,personal,none,0
12,business,good,8
13,business,poor,3
14,business,none,7
15,other,good,0
16,other,poor,0
17,other,none,1
