,precision,recall,f1-score,support
business,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
government,0.8,0.42105263157894735,0.5517241379310345,19.0
industry,1.0,0.2,0.33333333333333337,5.0
macro,0.7733333333333333,0.9830508474576272,0.8656716417910447,59.0
personal,1.0,0.4,0.5714285714285715,5.0
accuracy,0.797979797979798,0.797979797979798,0.797979797979798,0.797979797979798
macro avg,0.8964848484848484,0.5826388776254967,0.6462497187149786,99.0
weighted avg,0.8164309764309764,0.797979797979798,0.7684969192946548,99.0
