,precision,recall,f1-score,support
neg,0.8,0.8888888888888888,0.8421052631578948,27.0
neutral,0.9285714285714286,0.6842105263157895,0.7878787878787878,19.0
pos,0.9024390243902439,0.9487179487179487,0.9249999999999999,39.0
accuracy,0.8705882352941177,0.8705882352941177,0.8705882352941177,0.8705882352941177
macro avg,0.8770034843205575,0.8406057879742089,0.8516613503455609,85.0
weighted avg,0.8757409305185491,0.8705882352941177,0.8680181067642369,85.0
