,precision,recall,f1-score,support
business,1.0,0.8727272727272727,0.9320388349514563,55.0
government,0.9178082191780822,0.8933333333333333,0.9054054054054055,150.0
industry,0.2222222222222222,0.08695652173913043,0.125,23.0
macro,0.9111675126903553,0.9862637362637363,0.9472295514511873,364.0
other,0.0,0.0,0.0,2.0
personal,0.8461538461538461,0.6111111111111112,0.7096774193548387,18.0
accuracy,0.9052287581699346,0.9052287581699346,0.9052287581699346,0.9052287581699346
macro avg,0.6495586333740844,0.575065329195764,0.6032252018604813,612.0
weighted avg,0.889996875552095,0.9052287581699346,0.8946302238721571,612.0
