,precision,recall,f1-score,support
business,1.0,0.7272727272727273,0.8421052631578947,11.0
government,0.9333333333333333,0.7368421052631579,0.8235294117647058,19.0
industry,1.0,0.8,0.8888888888888888,5.0
macro,0.8405797101449275,0.9830508474576272,0.90625,59.0
personal,1.0,0.6,0.75,5.0
accuracy,0.8787878787878788,0.8787878787878788,0.8787878787878788,0.8787878787878788
macro avg,0.9547826086956522,0.7694331359987024,0.8421547127622979,99.0
weighted avg,0.8921973356755964,0.8787878787878788,0.8744789006334414,99.0
