,precision,recall,f1-score,support
neg,0.8076923076923077,0.7,0.75,30.0
neutral,0.8857142857142857,0.8378378378378378,0.8611111111111112,37.0
pos,0.4375,0.7,0.5384615384615384,10.0
accuracy,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663
macro avg,0.7103021978021978,0.745945945945946,0.7165242165242165,77.0
weighted avg,0.7971064649636078,0.7662337662337663,0.775918525918526,77.0
