,lhs,rhs,count
0,pos,macro,19
1,pos,industry,0
2,pos,government,1
3,pos,personal,0
4,pos,business,11
5,pos,other,0
6,neg,macro,39
7,neg,industry,2
8,neg,government,8
9,neg,personal,1
10,neg,business,3
11,neg,other,0
12,neutral,macro,14
13,neutral,industry,1
14,neutral,government,10
15,neutral,personal,2
16,neutral,business,5
17,neutral,other,0
