,precision,recall,f1-score,support
business,0.9,0.9,0.9,10.0
government,0.9090909090909091,0.7142857142857143,0.8,14.0
industry,1.0,0.25,0.4,4.0
macro,0.9313725490196079,0.9895833333333334,0.9595959595959596,96.0
other,0.0,0.0,0.0,2.0
personal,0.6,1.0,0.75,3.0
accuracy,0.9147286821705426,0.9147286821705426,0.9147286821705426,0.9147286821705426
macro avg,0.7234105763517528,0.6423115079365079,0.63493265993266,129.0
weighted avg,0.9065041661484888,0.9147286821705426,0.9005520319473809,129.0
