,precision,recall,f1-score,support
0,1.0,1.0,1.0,2.0
2,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0
accuracy,1.0,1.0,1.0,1.0
macro avg,1.0,1.0,1.0,4.0
weighted avg,1.0,1.0,1.0,4.0
