,precision,recall,f1-score,support
business,1.0,0.625,0.7692307692307693,8.0
government,1.0,0.7358490566037735,0.8478260869565217,53.0
macro,0.7368421052631579,1.0,0.8484848484848485,42.0
personal,0.5,1.0,0.6666666666666666,2.0
accuracy,0.8380952380952381,0.8380952380952381,0.8380952380952381,0.8380952380952381
macro avg,0.8092105263157895,0.8402122641509434,0.7830520928347016,105.0
weighted avg,0.8852130325814537,0.8380952380952381,0.8386507212594169,105.0
