,precision,recall,f1-score,support
business,1.0,0.7142857142857143,0.8333333333333333,14.0
government,1.0,0.9166666666666666,0.9565217391304348,24.0
industry,0.42857142857142855,0.3333333333333333,0.375,9.0
macro,0.9438202247191011,0.9882352941176471,0.9655172413793103,85.0
other,0.0,0.0,0.0,0.0
personal,1.0,1.0,1.0,6.0
accuracy,0.9057971014492754,0.9057971014492754,0.9057971014492754,0.9057971014492754
macro avg,0.7287319422150883,0.6587535014005602,0.6883953856405131,138.0
weighted avg,0.9281294344801916,0.9057971014492754,0.913530100891583,138.0
