,precision,recall,f1-score,support
business,1.0,0.7857142857142857,0.88,14.0
government,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
industry,0.3333333333333333,0.1111111111111111,0.16666666666666666,9.0
macro,0.9139784946236559,1.0,0.9550561797752809,85.0
other,0.0,0.0,0.0,0.0
personal,0.8,0.6666666666666666,0.7272727272727273,6.0
accuracy,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.8913043478260869
macro avg,0.660663082437276,0.580026455026455,0.6076103733968902,138.0
weighted avg,0.8803490727754402,0.8913043478260869,0.879445011916922,138.0
