,ValSpin>>ValType_macro,ValSpin>>ValType_weighted,ValMacroType>>ValType_macro,ValMacroType>>ValType_weighted,ValType>>ValType_macro,ValType>>ValType_weighted,ValMacroType>>ValSpin_macro,ValMacroType>>ValSpin_weighted,ValType>>ValMacroType_macro,ValType>>ValMacroType_weighted,ValSpin>>ValMacroType_macro,ValSpin>>ValMacroType_weighted,ValType>>ValSpin_macro,ValType>>ValSpin_weighted,ValSpin>>ValSpin_macro,ValSpin>>ValSpin_weighted,ValMacroType>>ValMacroType_macro,ValMacroType>>ValMacroType_weighted
frame,0.3153846153846154,0.6754677754677754,0.3153846153846154,0.6754677754677754,0.3153846153846154,0.6754677754677754,0.3153846153846154,0.6754677754677754,0.3153846153846154,0.6754677754677754,0.3153846153846154,0.6754677754677754,0.3153846153846154,0.6754677754677754,0.3153846153846154,0.6754677754677754,0.3153846153846154,0.6754677754677754
econ_rate,0.641351088916632,0.7283540776050139,0.641351088916632,0.7283540776050139,0.641351088916632,0.7283540776050139,0.641351088916632,0.7283540776050139,0.641351088916632,0.7283540776050139,0.641351088916632,0.7283540776050139,0.641351088916632,0.7283540776050139,0.641351088916632,0.7283540776050139,0.641351088916632,0.7283540776050139
econ_change,0.3739898989898989,0.3945391414141413,0.3739898989898989,0.3945391414141413,0.3739898989898989,0.3945391414141413,0.3739898989898989,0.3945391414141413,0.3739898989898989,0.3945391414141413,0.3739898989898989,0.3945391414141413,0.3739898989898989,0.3945391414141413,0.3739898989898989,0.3945391414141413,0.3739898989898989,0.3945391414141413
type,0.7168529372699993,0.9407711628103872,0.673589412387269,0.9224995905555196,0.7023239579725322,0.9360379406500294,0.6563965369750676,0.9202385410885572,0.5652733477050503,0.8558987346010855,0.6032252018604813,0.8946302238721571,0.6922191857392278,0.9327650871095092,0.6952111216088999,0.9343052536089016,0.6230202505494201,0.8744208126183579
spin,0.7701460876826399,0.7761278914064806,0.7780529946894994,0.7834740831134631,0.7780529946894994,0.7834740831134631,0.7780529946894994,0.7834740831134631,0.7780529946894994,0.7834740831134631,0.7574956736580353,0.7638733080581218,0.7780529946894994,0.7834740831134631,0.7754737481052039,0.7810172497606529,0.7780529946894994,0.7834740831134631
macro_type,0.7161539359456371,0.8835010501695221,0.6576834214934363,0.8634827340442428,0.6838808165109692,0.8679240363787988,0.6521305055304779,0.8447631132424901,0.4703311169161402,0.6159891584713858,0.5802811891002861,0.7887945922692783,0.7444635301563417,0.9043546489560464,0.7394221888275397,0.9057113387386352,0.6728206879382466,0.8092055548386083
