,ValMacroType>>ValEconRate_macro,ValMacroType>>ValEconRate_weighted,ValType>>ValEconRate_macro,ValType>>ValEconRate_weighted,ValSpin>>ValFrame_macro,ValSpin>>ValFrame_weighted,ValMacroType>>ValFrame_macro,ValMacroType>>ValFrame_weighted,ValSpin>>ValEconRate_macro,ValSpin>>ValEconRate_weighted,ValType>>ValFrame_macro,ValType>>ValFrame_weighted,ValSpin>>ValEconChange_macro,ValSpin>>ValEconChange_weighted,ValType>>ValEconChange_macro,ValType>>ValEconChange_weighted,ValMacroType>>ValEconChange_macro,ValMacroType>>ValEconChange_weighted
frame,0.5147644927536231,0.7779224308300394,0.5147644927536231,0.7779224308300394,0.4720701183699286,0.802802434756894,0.4521886876816454,0.7598902505944758,0.5147644927536231,0.7779224308300394,0.4852513834922877,0.8076488659109642,0.5147644927536231,0.7779224308300394,0.5147644927536231,0.7779224308300394,0.5147644927536231,0.7779224308300394
econ_rate,0.6388102021215751,0.6787814516138326,0.6572732152442298,0.6964547212190381,0.6175295460650013,0.6711572513032343,0.6175295460650013,0.6711572513032343,0.6308248672603369,0.698819194392726,0.6175295460650013,0.6711572513032343,0.6175295460650013,0.6711572513032343,0.6175295460650013,0.6711572513032343,0.6175295460650013,0.6711572513032343
econ_change,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933,0.5219112457449799,0.6271953337552925,0.4869291829364425,0.5828414057376701,0.4901883701883701,0.5886231866429886
type,0.6727411974723804,0.9280077121791228,0.651558858979481,0.9209267360656124,0.6973606858713316,0.937006920055009,0.6538642583470169,0.9104368567350312,0.6971265140918116,0.9361712482143684,0.6552812143959493,0.9163857273847338,0.6971265140918116,0.9361712482143684,0.650429079818221,0.9172884606085348,0.6651146549164886,0.9238115670851488
spin,0.8132728846249174,0.8166430858278617,0.8132728846249174,0.8166430858278617,0.8106045130778273,0.814271911527222,0.8132728846249174,0.8166430858278617,0.8132728846249174,0.8166430858278617,0.8132728846249174,0.8166430858278617,0.8106045130778273,0.814271911527222,0.8132728846249174,0.8166430858278617,0.8132728846249174,0.8166430858278617
macro_type,0.6700992007638953,0.8605975441728211,0.8430350890739735,0.9180946570926648,0.8544077805902943,0.9159757392812998,0.5669580619354849,0.7973988746402276,0.8544077805902943,0.9159757392812998,0.854699751924803,0.9290593861640496,0.8544077805902943,0.9159757392812998,0.8597305350039682,0.9305037872406072,0.6046093339840216,0.8133854393927685
