,precision,recall,f1-score,support
business,1.0,0.4166666666666667,0.5882352941176471,12.0
government,1.0,0.85,0.918918918918919,40.0
industry,0.6,0.6,0.6,5.0
macro,0.9302325581395349,0.975609756097561,0.9523809523809523,82.0
personal,0.18181818181818182,1.0,0.3076923076923077,2.0
accuracy,0.8794326241134752,0.8794326241134752,0.8794326241134752,0.8794326241134752
macro avg,0.7424101479915433,0.7684552845528455,0.6734454946219651,141.0
weighted avg,0.9336362136955902,0.8794326241134752,0.890256758842491,141.0
