,precision,recall,f1-score,support
business,0.0,0.0,0.0,2.0
government,0.696969696969697,0.8518518518518519,0.7666666666666667,27.0
industry,0.5,0.2,0.2857142857142857,5.0
macro,0.8513513513513513,0.875,0.863013698630137,72.0
other,0.0,0.0,0.0,4.0
accuracy,0.7909090909090909,0.7909090909090909,0.7909090909090909,0.7909090909090909
macro avg,0.40966420966420963,0.38537037037037036,0.3830789302022179,110.0
weighted avg,0.7510498101407191,0.7909090909090909,0.7660505248176481,110.0
