,precision,recall,f1-score,support
0,0.8913043478260869,0.803921568627451,0.845360824742268,51.0
1,0.25,0.3333333333333333,0.28571428571428575,3.0
2,0.8070175438596491,0.8070175438596491,0.8070175438596491,57.0
3,0.5,0.5,0.5,6.0
4,0.6363636363636364,1.0,0.7777777777777778,7.0
accuracy,0.7903225806451613,0.7903225806451613,0.7903225806451613,0.7903225806451613
macro avg,0.6169371056098745,0.6888544891640866,0.643174086418796,124.0
weighted avg,0.8037182838199669,0.7903225806451613,0.793669269060024,124.0
