,ValSpin>>ValType_macro,ValSpin>>ValType_weighted,ValMacroType>>ValType_macro,ValMacroType>>ValType_weighted,ValType>>ValType_macro,ValType>>ValType_weighted,ValMacroType>>ValSpin_macro,ValMacroType>>ValSpin_weighted,ValType>>ValMacroType_macro,ValType>>ValMacroType_weighted,ValSpin>>ValMacroType_macro,ValSpin>>ValMacroType_weighted,ValType>>ValSpin_macro,ValType>>ValSpin_weighted,ValSpin>>ValSpin_macro,ValSpin>>ValSpin_weighted,ValMacroType>>ValMacroType_macro,ValMacroType>>ValMacroType_weighted
frame,0.5147644927536231,0.7779224308300394,0.5147644927536231,0.7779224308300394,0.5147644927536231,0.7779224308300394,0.5147644927536231,0.7779224308300394,0.5147644927536231,0.7779224308300394,0.5147644927536231,0.7779224308300394,0.5147644927536231,0.7779224308300394,0.5147644927536231,0.7779224308300394,0.5147644927536231,0.7779224308300394
econ_rate,0.6175295460650013,0.6711572513032343,0.6175295460650013,0.6711572513032343,0.6175295460650013,0.6711572513032343,0.6175295460650013,0.6711572513032343,0.6175295460650013,0.6711572513032343,0.6175295460650013,0.6711572513032343,0.6175295460650013,0.6711572513032343,0.6175295460650013,0.6711572513032343,0.6175295460650013,0.6711572513032343
econ_change,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933,0.4929504275818497,0.5963746858676933
type,0.7497959865039378,0.9400301059161048,0.6569008163974293,0.9130465645119724,0.7478913504434521,0.929740564943604,0.6668802342438328,0.9204137874133124,0.6419181835774164,0.9042332821119268,0.6314498902044839,0.8963217485600837,0.6662792412042225,0.9271611106371268,0.6973606858713316,0.937006920055009,0.6066307452321645,0.8424825268032096
spin,0.8132728846249174,0.8166430858278617,0.8132728846249174,0.8166430858278617,0.8132728846249174,0.8166430858278617,0.8132728846249174,0.8166430858278617,0.8132728846249174,0.8166430858278617,0.8148301089308131,0.8186719587291638,0.8132728846249174,0.8166430858278617,0.8132728846249174,0.8166430858278617,0.8132728846249174,0.8166430858278617
macro_type,0.8513110250119253,0.9195700027241902,0.6538411813317208,0.8490346048295477,0.8512999821629627,0.9224505505721324,0.661409169434961,0.8422074950634421,0.7573769201959322,0.8279099508890321,0.8163873934959455,0.8913241828973942,0.8577497508278443,0.9324537595730912,0.849009383607739,0.9160904916766364,0.7742931622370209,0.8789006861702633
