,precision,recall,f1-score,support
business,0.94,0.8545454545454545,0.8952380952380952,55.0
government,0.9178082191780822,0.8933333333333333,0.9054054054054055,150.0
industry,0.5,0.391304347826087,0.4390243902439025,23.0
macro,0.9347258485639687,0.9835164835164835,0.9585006693440428,364.0
other,0.0,0.0,0.0,2.0
personal,0.6153846153846154,0.4444444444444444,0.5161290322580646,18.0
accuracy,0.9084967320261438,0.9084967320261438,0.9084967320261438,0.9084967320261438
macro avg,0.6513197805211111,0.5945240106109672,0.6190495987482517,612.0
weighted avg,0.9022685699851635,0.9084967320261438,0.9041356752392035,612.0
