,precision,recall,f1-score,support
better,0.6,0.5,0.5454545454545454,6.0
irrelevant,0.75,0.75,0.75,4.0
none,1.0,0.5,0.6666666666666666,2.0
same,0.0,0.0,0.0,2.0
worse,0.4,1.0,0.5714285714285714,2.0
accuracy,0.5625,0.5625,0.5625,0.5625
macro avg,0.55,0.55,0.5067099567099567,16.0
weighted avg,0.5875,0.5625,0.5468073593073592,16.0
