,precision,recall,f1-score,support
neg,0.37305699481865284,0.42857142857142855,0.3988919667590028,168.0
neutral,0.33774834437086093,0.3695652173913043,0.35294117647058826,138.0
pos,0.17073170731707318,0.11666666666666667,0.13861386138613863,120.0
accuracy,0.3215962441314554,0.3215962441314554,0.3215962441314554,0.3215962441314554
macro avg,0.2938456821688623,0.30493443754313315,0.29681566820524324,426.0
weighted avg,0.3046259425604725,0.3215962441314554,0.3106887233211039,426.0
