,precision,recall,f1-score,support
business,0.0,0.0,0.0,55.0
government,0.2222222222222222,0.02666666666666667,0.047619047619047616,150.0
industry,0.027586206896551724,0.17391304347826086,0.047619047619047616,23.0
macro,0.5941043083900227,0.7197802197802198,0.6509316770186335,364.0
other,0.0,0.0,0.0,2.0
personal,0.0,0.0,0.0,18.0
accuracy,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353
macro avg,0.14065212291813278,0.1533933216541912,0.12436162870945479,612.0
weighted avg,0.40885912474823904,0.4411764705882353,0.40061638181842785,612.0
