,precision,recall,f1-score,support
better,0.4827586206896552,0.6086956521739131,0.5384615384615384,23.0
none,0.2857142857142857,0.2857142857142857,0.2857142857142857,7.0
same,0.3333333333333333,0.25,0.28571428571428575,8.0
worse,0.36363636363636365,0.3076923076923077,0.33333333333333337,26.0
accuracy,0.40625,0.40625,0.40625,0.40625
macro avg,0.3663606508434094,0.3630255613951266,0.36080586080586086,64.0
weighted avg,0.3941353187042842,0.40625,0.39589056776556775,64.0
