user_id,total_anns,errors,frame_disagreement,econ_rate_disagreement,econ_change_disagreement,total_disagreement
5ecc1798e3ca777cfb37b0f5,25,9,0.29,0.13,0.12,0.17
61338374ecef87bfdfd1c7bb,25,11,0.1,0.04,0.04,0.06
661ae83beeda96247e30c48b,25,26,0.29,0.09,0.16,0.17
