,precision,recall,f1-score,support
better,0.5,0.43478260869565216,0.46511627906976744,23.0
none,1.0,0.2857142857142857,0.4444444444444445,7.0
same,0.16666666666666666,0.375,0.23076923076923078,8.0
worse,0.375,0.34615384615384615,0.35999999999999993,26.0
accuracy,0.375,0.375,0.375,0.375
macro avg,0.5104166666666667,0.36041268514094604,0.37508248857086063,64.0
weighted avg,0.4622395833333333,0.375,0.3908584277479626,64.0
