,precision,recall,f1-score,support
government,0.4,0.3333333333333333,0.3636363636363636,6.0
industry,0.0,0.0,0.0,0.0
macro,0.8181818181818182,0.6,0.6923076923076923,15.0
other,0.0,0.0,0.0,1.0
accuracy,0.5,0.5,0.5,0.5
macro avg,0.30454545454545456,0.23333333333333334,0.26398601398601396,22.0
weighted avg,0.6669421487603306,0.5,0.5712015257469804,22.0
