37453	macro	0.24294087
37453	government	0.20022072
37453	other	0.18412451
51228	business	0.18534979
51228	industry	0.20306171
51228	macro	0.22520332
51228	government	0.20515408
51228	other	0.18123099
8735	business	0.18021683
8735	industry	0.19624485
8735	macro	0.22910468
8735	government	0.21521235
8735	other	0.17922115
73580	business	0.17305636
73580	industry	0.19035673
73580	macro	0.23960814
73580	government	0.2191537
73580	other	0.17782503
29994	business	0.18162878
29994	industry	0.1938204
29994	macro	0.23083803
29994	government	0.21174587
29994	other	0.18196635
16829	business	0.18236274
16829	industry	0.1969988
16829	macro	0.21715453
16829	government	0.21897453
16829	other	0.1845092
26853	business	0.18487231
26853	industry	0.19231871
26853	macro	0.24000236
26853	government	0.19901904
26853	other	0.18378708
582	business	0.1878657
582	industry	0.19427855
582	macro	0.22441463
582	government	0.20482403
582	other	0.18861385
7277	business	0.1853244
7277	industry	0.19042844
7277	macro	0.23877415
7277	government	0.1983735
7277	other	0.18706645
68959	business	0.18291733
68959	industry	0.19104013
68959	macro	0.24225521
68959	government	0.19966567
68959	other	0.18412101
71631	business	0.16635354
71631	industry	0.19409226
71631	macro	0.20740381
71631	government	0.25942513
71631	other	0.17272522
61646	business	0.18268201
61646	industry	0.19387612
61646	macro	0.22872998
61646	government	0.21120292
61646	other	0.18350859
21481	business	0.18383156
21481	industry	0.19339223
21481	macro	0.23205708
21481	government	0.20762694
21481	other	0.1830916
76649	business	0.17778955
76649	industry	0.18963583
76649	macro	0.23254915
76649	government	0.2211964
76649	other	0.1788288
43627	business	0.18276905
43627	industry	0.18860044
43627	macro	0.24084142
43627	government	0.20461752
43627	other	0.18316042
58	business	0.124894455
58	industry	0.24747495
58	macro	0.10939446
58	government	0.32484174
58	other	0.19339444
672	business	0.12689033
672	industry	0.25250337
672	macro	0.13159037
672	government	0.31682572
672	other	0.17219034
950	business	0.121994
950	industry	0.25627506
950	macro	0.199094
950	government	0.31304285
950	other	0.109594
530	business	0.092684224
530	industry	0.25943696
530	macro	0.17288427
530	government	0.33221018
530	other	0.14278428
16612	business	0.10514456
16612	industry	0.25503308
16612	macro	0.28958777
16612	government	0.28469002
16612	other	0.06554456
18190	business	0.1322693
18190	industry	0.25314867
18190	macro	0.22716928
18190	government	0.26684344
18190	other	0.120569274
863	business	0.12431432
863	industry	0.22701427
863	macro	0.21571429
863	government	0.26334295
863	other	0.16961429
6006	business	0.12643082
6006	industry	0.27172488
6006	macro	0.12423084
6006	government	0.32388258
6006	other	0.15373082
15674	business	0.08850075
15674	industry	0.26063034
15674	macro	0.18460071
15674	government	0.3300675
15674	other	0.13620073
89910	business	0.09651801
89910	industry	0.25422114
89910	macro	0.22641797
89910	government	0.30592483
89910	other	0.116918
1263	business	0.14319552
1263	industry	0.23919554
1263	macro	0.18549556
1263	government	0.26761788
1263	other	0.1644955
4167	business	0.18194705
4167	industry	0.27438095
4167	macro	0.12994707
4167	government	0.258278
4167	other	0.15544704
19497	business	0.11860268
19497	industry	0.21390271
19497	macro	0.2805758
19497	government	0.25981614
19497	other	0.1271027
14980	business	0.113749
14980	industry	0.187149
14980	macro	0.27029294
14980	government	0.2843601
14980	other	0.14444897
30465	business	0.12232971
30465	industry	0.21622968
30465	macro	0.29201275
30465	government	0.26029822
30465	other	0.10912971
1671	business	0.09760471
1671	industry	0.2538277
1671	macro	0.17750466
1671	government	0.30155826
1671	other	0.16950464
3439	business	0.09109034
3439	industry	0.25426918
3439	macro	0.19069035
3439	government	0.33275992
3439	other	0.13119033
10250	business	0.17693192
10250	industry	0.24543574
10250	macro	0.16613191
10250	government	0.24426833
10250	other	0.16723192
2159	business	0.16124344
2159	industry	0.24537817
2159	macro	0.17984343
2159	government	0.25699162
2159	other	0.15654343
39578	business	0.12232007
39578	industry	0.23192008
39578	macro	0.15352008
39578	government	0.29531986
39578	other	0.19692005
17999	business	0.11410694
17999	industry	0.2516205
17999	macro	0.16630691
17999	government	0.2959587
17999	other	0.1720069
50838	business	0.14787567
50838	industry	0.24918306
50838	macro	0.18887565
50838	government	0.25909004
50838	other	0.15497565
55292	business	0.10427988
55292	industry	0.2626338
55292	macro	0.25609848
55292	government	0.31590798
55292	other	0.061079923
334	business	0.13761838
334	industry	0.24986564
334	macro	0.1072184
334	government	0.31047928
334	other	0.19481839
5419	business	0.14614394
5419	industry	0.20264395
5419	macro	0.23923314
5419	government	0.2590351
5419	other	0.15294394
83682	business	0.1642333
83682	industry	0.22871917
83682	macro	0.20573331
83682	government	0.24018097
83682	other	0.1611333
