,precision,recall,f1-score,support
good,0.2857142857142857,0.5,0.36363636363636365,4.0
irrelevant,0.0,0.0,0.0,4.0
none,0.5,1.0,0.6666666666666666,2.0
poor,0.5,0.42857142857142855,0.46153846153846156,7.0
accuracy,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529
macro avg,0.3214285714285714,0.48214285714285715,0.372960372960373,17.0
weighted avg,0.3319327731092437,0.4117647058823529,0.3540381187440011,17.0
