,precision,recall,f1-score,support
neg,0.3,0.48,0.36923076923076925,25.0
neutral,0.2857142857142857,0.10526315789473684,0.15384615384615385,19.0
pos,0.41935483870967744,0.38235294117647056,0.4,34.0
accuracy,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.34615384615384615
macro avg,0.3350230414746544,0.32253869969040244,0.3076923076923077,78.0
weighted avg,0.3485466146756469,0.34615384615384615,0.3301775147928994,78.0
