,ValMacroType>>ValEconRate,ValType>>ValEconRate,ValSpin>>ValFrame,ValMacroType>>ValFrame,ValSpin>>ValEconRate,ValType>>ValFrame,ValSpin>>ValEconChange,ValType>>ValEconChange,ValMacroType>>ValEconChange
frame,0.2278018853808169,0.3153846153846154,0.2607287449392713,0.2414457831325301,0.3153846153846154,0.3018633540372671,0.3153846153846154,0.3153846153846154,0.230831016373185
econ_rate,0.6493827160493827,0.6106837606837607,0.641351088916632,0.641351088916632,0.5231011945007887,0.641351088916632,0.641351088916632,0.641351088916632,0.641351088916632
econ_change,0.3739898989898989,0.3739898989898989,0.3739898989898989,0.3739898989898989,0.3739898989898989,0.3739898989898989,0.3015673981191222,0.1445824706694272,0.3168803418803418
type,0.7017892077996377,0.6408657042355185,0.7017892077996377,0.7017892077996377,0.7017892077996377,0.6140031849571168,0.7017892077996377,0.6036087017862719,0.7017892077996377
spin,0.7780529946894994,0.7780529946894994,0.7754737481052039,0.7780529946894994,0.7754737481052039,0.7780529946894994,0.7727511140132896,0.7780529946894994,0.7780529946894994
macro_type,0.5959518890379131,,0.5939801128989579,0.5488574335426839,,0.5935963210353453,,,0.5835912634028838
