,ValMacroType>>ValEconRate,ValType>>ValEconRate,ValSpin>>ValFrame,ValMacroType>>ValFrame,ValSpin>>ValEconRate,ValType>>ValFrame,ValSpin>>ValEconChange,ValType>>ValEconChange,ValMacroType>>ValEconChange
frame,0.6075709107281754,0.6754677754677754,0.6660830871357187,0.6281775751655271,0.6754677754677754,0.7223434614738963,0.6754677754677754,0.6754677754677754,0.6102747789494777
econ_rate,0.7271604938271604,0.6818958818958819,0.7283540776050139,0.7283540776050139,0.6852090888602044,0.7283540776050139,0.7283540776050139,0.7283540776050139,0.7283540776050139
econ_change,0.3945391414141413,0.3945391414141413,0.3945391414141413,0.3945391414141413,0.3945391414141413,0.3945391414141413,0.4593652037617555,0.2227182539682539,0.3631543803418803
type,0.935312642838478,0.9177757107426736,0.935312642838478,0.935312642838478,0.935312642838478,0.9089332073107472,0.935312642838478,0.9064924608712406,0.935312642838478
spin,0.7834740831134631,0.7834740831134631,0.7810172497606529,0.7834740831134631,0.7810172497606529,0.7834740831134631,0.778604908215626,0.7834740831134631,0.7834740831134631
macro_type,0.8518316093399727,,0.8493383846259601,0.8352548880984709,,0.8478523068284838,,,0.8489862298529627
