,precision,recall,f1-score,support
0,0.4583333333333333,0.6875,0.5499999999999999,16.0
1,0.7567567567567568,0.6829268292682927,0.7179487179487181,41.0
3,1.0,0.6,0.7499999999999999,5.0
4,0.0,0.0,0.0,2.0
accuracy,0.65625,0.65625,0.65625,0.65625
macro avg,0.5537725225225225,0.49260670731707323,0.5044871794871795,64.0
weighted avg,0.6775056306306306,0.65625,0.6560296474358975,64.0
