,precision,recall,f1-score,support
neg,0.9393939393939394,0.8157894736842105,0.8732394366197183,38.0
neutral,0.3448275862068966,0.7142857142857143,0.46511627906976755,14.0
pos,0.7333333333333333,0.44,0.5499999999999999,25.0
accuracy,0.6753246753246753,0.6753246753246753,0.6753246753246753,0.6753246753246753
macro avg,0.6725182863113898,0.6566917293233082,0.6294519052298285,77.0
weighted avg,0.764388171911683,0.6753246753246753,0.6940873571237148,77.0
