,precision,recall,f1-score,support
business,0.9743589743589743,0.6909090909090909,0.8085106382978723,55.0
government,0.95,0.8866666666666667,0.9172413793103448,150.0
industry,0.6428571428571429,0.391304347826087,0.4864864864864865,23.0
macro,0.9045226130653267,0.989010989010989,0.9448818897637795,364.0
other,0.0,0.0,0.0,2.0
personal,0.6,0.6666666666666666,0.631578947368421,18.0
accuracy,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255
macro avg,0.6786231217135739,0.6040929601799166,0.6314498902044839,612.0
weighted avg,0.9001988382863345,0.9019607843137255,0.8963217485600837,612.0
