,precision,recall,f1-score,support
business,1.0,0.9090909090909091,0.9523809523809523,11.0
government,0.95,1.0,0.9743589743589743,19.0
industry,1.0,0.2,0.3333333333333333,5.0
macro,0.8939393939393939,1.0,0.944,59.0
personal,1.0,0.4,0.5714285714285714,5.0
accuracy,0.9191919191919192,0.9191919191919192,0.9191919191919192,0.9191919191919192
macro avg,0.9687878787878788,0.7018181818181819,0.7551003663003663,99.0
weighted avg,0.9271962044689316,0.9191919191919192,0.9010991970991971,99.0
