,ValEconRate>>ValEconChange,ValEconRate>>ValFrame,ValEconChange>>ValFrame,ValFrame>>ValEconRate,ValEconChange>>ValEconRate,ValFrame>>ValEconChange
frame,0.6754677754677754,0.6460690013321593,0.6599022551963729,0.6702628845485987,0.6754677754677754,0.6557788305122185
econ_rate,0.5899472990777338,0.5288921604711078,0.7283540776050139,0.7283540776050139,0.7283540776050139,0.7283540776050139
econ_change,0.3488343253968253,0.3945391414141413,0.2286636485580147,0.3945391414141413,0.3281169250645995,0.3908584277479626
type,0.935312642838478,0.935312642838478,0.935312642838478,0.935312642838478,0.935312642838478,0.935312642838478
spin,0.7834740831134631,0.7834740831134631,0.7834740831134631,0.7834740831134631,0.7834740831134631,0.7834740831134631
