,ValEconRate>>ValEconChange,ValEconRate>>ValFrame,ValEconChange>>ValFrame,ValFrame>>ValEconRate,ValEconChange>>ValEconRate,ValFrame>>ValEconChange
frame,0.3153846153846154,0.2961152882205514,0.3034771241830065,0.3121053549624978,0.3153846153846154,0.301102907665664
econ_rate,0.404927536231884,0.3265856950067476,0.641351088916632,0.641351088916632,0.641351088916632,0.641351088916632
econ_change,0.3071514837819186,0.3739898989898989,0.1462105969148222,0.3739898989898989,0.2925064599483204,0.3750824885708606
type,0.7017892077996377,0.7017892077996377,0.7017892077996377,0.7017892077996377,0.7017892077996377,0.7017892077996377
spin,0.7780529946894994,0.7780529946894994,0.7780529946894994,0.7780529946894994,0.7780529946894994,0.7780529946894994
